ID,var1,Education,Experience,Hours,Age,Gender,Location
2332,148235,9,42,30,50,Male,Urban
2333,117029,5,36,26,54,Male,Urban
2347,107095,11,24,35,43,Female,Urban
2348,53237,13,2,25,18,Male,Urban
2349,77032,14,13,19,30,Female,Urban
2350,54624,6,13,28,35,Female,Urban
2351,125537,12,29,23,48,Female,Rural
2352,50875,9,2,46,19,Male,Urban
2353,64898,12,6,27,19,Male,Urban
2354,43633,11,0,34,18,Male,Urban
2355,37166,13,0,16,18,Female,Urban
2356,54867,8,7,38,27,Female,Urban
2357,56006,8,11,17,29,Female,Urban
2358,125350,12,34,32,48,Male,Urban
2359,67813,6,12,27,30,Female,Urban
2360,62808,9,8,41,24,Male,Urban
2361,166523,13,48,33,65,Male,Urban
2362,114170,6,39,25,59,Female,Urban
2363,149729,10,46,33,63,Female,Urban
2364,48195,12,2,30,22,Female,Urban
2365,39856,3,3,37,25,Male,Urban
2366,40068,13,0,22,19,Female,Rural
2367,31752,8,0,32,23,Female,Urban
2368,70816,9,15,27,38,Female,Urban
2369,132544,11,36,32,49,Male,Urban
2370,60067,6,10,26,32,Female,Urban
2371,127981,14,30,30,53,Male,Urban
2372,55049,10,8,32,27,Female,Urban
2373,75028,8,15,30,30,Male,Urban
2374,113723,12,33,27,49,Female,Urban
2375,68420,2,19,30,37,Male,Urban
2376,95601,10,24,28,45,Female,Urban
2377,42421,10,0,16,18,Female,Urban
2378,145215,8,41,37,58,Male,Urban
2379,41293,5,4,40,19,Male,Urban
2380,89186,12,25,12,42,Female,Urban
2381,106847,5,34,28,51,Female,Urban
2382,73928,12,8,32,26,Male,Urban
2383,56380,11,4,24,20,Male,Urban
2384,33401,8,3,17,22,Female,Urban
2385,106276,9,26,43,41,Male,Urban
2386,99232,10,22,34,38,Male,Rural
2387,114358,8,32,43,54,Male,Urban
2388,91533,7,29,26,50,Female,Urban
2389,72353,10,15,23,35,Female,Urban
2390,122690,15,28,33,46,Male,Rural
2391,53408,5,10,35,30,Female,Urban
2392,136266,5,42,34,60,Male,Urban
2393,147869,11,41,34,58,Male,Urban
2394,46392,10,5,14,23,Female,Urban
2395,101331,12,24,26,40,Male,Urban
2396,72851,7,19,29,34,Male,Urban
2397,113020,4,40,15,59,Female,Urban
2398,111811,13,24,35,42,Male,Urban
2399,99336,10,27,12,49,Female,Urban
2400,60102,6,18,23,36,Female,Urban
2401,77475,6,19,27,34,Male,Urban
2402,71140,7,11,34,31,Female,Urban
2403,59689,12,7,32,29,Female,Urban
2404,28167,6,1,30,21,Female,Urban
2405,59277,9,7,32,25,Female,Urban
2406,106978,8,29,28,42,Male,Urban
2407,160415,7,48,39,64,Male,Urban
2408,128425,10,37,34,55,Female,Rural
2409,86183,11,19,31,37,Female,Urban
2410,78684,10,22,32,41,Female,Urban
2411,69462,15,3,31,18,Male,Urban
2412,152672,11,44,31,62,Male,Urban
2413,82917,8,20,35,37,Male,Urban
2414,110761,10,34,9,53,Female,Urban
2415,76651,10,10,28,28,Female,Rural
2416,101711,13,19,37,38,Male,Urban
2417,54180,9,5,28,21,Female,Urban
2418,139552,11,38,34,56,Male,Urban
2419,78576,9,13,41,27,Male,Urban
2420,49271,8,5,31,25,Female,Urban
2421,94781,8,22,28,41,Female,Rural
2422,100999,4,37,23,59,Female,Urban
2423,71195,10,10,31,31,Female,Urban
2424,57325,8,6,48,22,Male,Urban
2425,95934,8,27,30,42,Male,Urban
2426,65563,3,17,23,36,Female,Urban
2427,111112,10,23,40,34,Male,Urban
2428,101798,10,27,35,45,Male,Urban
2429,40526,9,8,21,29,Female,Urban
2430,26712,6,1,36,20,Female,Urban
2431,131656,14,29,36,47,Male,Urban
2432,56577,10,7,22,30,Female,Rural
2433,130355,8,44,29,65,Female,Urban
2434,37582,9,1,28,19,Female,Urban
2435,117934,12,32,29,45,Male,Urban
2436,61074,12,5,26,22,Male,Urban
2437,116611,2,46,29,64,Female,Urban
2438,131874,12,37,24,51,Male,Urban
2439,78154,14,11,35,24,Male,Urban
2440,58653,10,8,23,29,Female,Urban
2441,132441,9,39,30,58,Female,Urban
2442,48958,10,5,33,23,Female,Urban
2443,148796,8,50,24,63,Male,Urban
2444,86902,6,22,34,37,Male,Urban
2445,132334,17,27,36,42,Male,Urban
2446,127368,7,44,24,62,Female,Urban
2447,98709,16,16,28,34,Male,Rural
2448,76500,10,13,23,27,Male,Urban
2449,62162,10,8,37,29,Female,Urban
2450,51071,13,0,39,19,Female,Urban
2451,112465,9,30,25,47,Male,Rural
2452,54123,5,12,28,33,Female,Rural
2453,23483,7,0,26,23,Female,Urban
2454,61694,5,12,39,31,Male,Urban
2455,50517,11,0,40,18,Male,Urban
2456,128184,8,40,31,62,Female,Rural
2457,137130,12,38,35,52,Male,Urban
2458,127858,10,35,32,56,Male,Urban
2459,143127,8,42,32,62,Male,Urban
2460,,8,8,37,24,Male,Urban
2461,,7,15,36,33,Male,Urban
2462,70997,12,7,31,26,Male,Urban
2463,46426,8,7,20,26,Female,Rural
2464,63677,8,10,30,33,Male,Rural
2465,59957,8,9,21,29,Female,Urban
2466,74578,11,14,36,29,Male,Urban
2467,69867,4,21,19,37,Female,Urban
2468,105568,7,28,32,41,Male,Urban
2469,133530,,41,21,61,Female,Urban
2470,85956,,27,22,44,Female,Rural
2471,42248,8,3,43,19,Male,Urban
2472,46874,9,4,28,20,Male,Urban
2473,117695,8,34,33,54,Female,Urban
2474,93177,5,29,34,44,Male,Urban
2475,74571,8,13,36,35,Male,Urban
2476,114791,12,33,27,55,Male,Urban
2477,131086,6,43,18,65,Female,Urban
2478,117442,9,37,28,58,Female,Urban
2479,61961,12,10,28,29,Female,Urban
2480,138479,12,42,25,62,Female,Urban
2481,82336,9,16,35,28,Male,Urban
2482,74897,4,19,36,36,Female,Urban
2483,125892,16,29,32,45,Male,Urban
2484,85176,6,19,41,36,Male,Urban
2485,87434,11,18,28,44,Male,Urban
2486,144472,9,43,29,62,Female,Urban
2487,179264,12,51,40,64,Male,Urban
2488,107787,14,21,28,31,Male,Urban
2489,74357,14,9,30,22,Male,Urban
2490,64731,7,14,31,34,Female,Urban
2491,147291,10,47,29,62,Female,Rural
2492,92925,7,24,30,43,Female,Urban
2493,107824,9,25,36,42,Male,Urban
2494,55042,10,5,33,21,Male,Urban
2495,137439,14,31,32,48,Male,Urban
2496,68219,9,11,35,24,Female,Urban
2497,134699,13,35,27,51,Male,Urban
2498,108697,6,36,30,56,Female,Urban
2499,54135,5,11,24,25,Male,Urban
2500,117642,10,27,29,40,Male,Rural
2501,77002,6,19,27,38,Female,Urban
2502,76080,10,12,26,25,Male,Rural
2503,80789,12,19,31,38,Female,Urban
2504,25633,5,3,21,19,Male,Rural
2505,101930,7,24,34,48,Male,Urban
2506,115913,11,34,21,47,Male,Urban
2507,124778,8,36,30,52,Male,Urban
2508,114786,10,31,33,42,Male,Urban
2509,72693,5,19,24,41,Female,Rural
2510,37387,4,8,36,27,Female,Urban
2511,82380,15,11,26,26,Male,Urban
2512,53141,13,2,32,22,Male,Urban
2513,56466,6,9,36,31,Female,Urban
2514,105692,8,30,32,54,Female,Urban
2515,90089,12,22,16,40,Female,Urban
2516,113404,9,31,25,47,Male,Urban
2517,52287,8,8,32,25,Male,Urban
2518,100402,8,27,35,47,Female,Urban
2519,106246,5,36,30,56,Female,Urban
2520,102158,4,32,28,50,Male,Urban
2521,40831,7,0,41,20,Male,Urban
2522,74302,11,14,27,32,Female,Urban
2523,59390,7,11,35,28,Female,Urban
2524,114046,11,27,36,41,Male,Urban
2525,84024,11,15,32,22,Male,Urban
2526,37660,7,6,28,22,Female,Urban
2527,43879,7,8,14,24,Female,Urban
2528,61272,12,5,22,26,Male,Urban
2529,64003,5,12,40,31,Male,Urban
2530,86938,13,18,27,30,Male,Urban
2531,176850,13,51,34,64,Male,Urban
2532,63256,8,12,32,34,Female,Urban
2533,102371,5,28,37,44,Male,Urban
2534,102078,12,16,32,34,Male,Rural
2535,105816,8,27,34,42,Male,Urban
2536,81256,9,23,31,39,Female,Urban
2537,49115,4,8,29,27,Female,Urban
2538,134401,15,34,37,48,Male,Urban
2539,130411,9,39,32,58,Female,Urban
2540,60441,10,11,32,29,Male,Urban
2541,104620,9,28,30,43,Male,Urban
2542,66983,9,14,30,34,Female,Urban
2543,74651,8,15,30,28,Male,Rural
2544,61141,8,10,21,32,Female,Urban
2545,83802,11,18,30,32,Male,Urban
2546,74828,5,14,41,31,Male,Urban
2547,138604,10,43,30,64,Female,Urban
2548,34371,7,3,28,20,Female,Rural
2549,128620,11,37,29,55,Female,Urban
2550,69107,11,8,26,21,Male,Rural
2551,113534,14,23,40,35,Male,Urban
2552,33052,7,2,27,21,Female,Urban
2553,131087,12,37,26,53,Male,Urban
2554,84701,16,8,40,23,Male,Urban
2555,146286,9,45,33,62,Male,Urban
2556,63104,8,10,41,28,Male,Urban
2557,24552,3,2,40,19,Female,Urban
2558,136001,14,32,34,47,Male,Urban
2559,154679,16,36,37,50,Male,Rural
2560,68327,5,14,39,36,Female,Urban
2561,70459,9,12,29,30,Female,Urban
2562,82595,14,7,43,19,Male,Urban
2563,40449,7,3,29,21,Female,Urban
2564,70337,15,10,23,28,Female,Urban
2565,152635,12,44,32,61,Male,Urban
2566,66408,13,8,31,19,Male,Urban
2567,93644,12,19,29,32,Male,Urban
2568,73231,11,9,32,27,Female,Urban
2569,71715,6,22,23,39,Female,Urban
2570,126995,10,43,21,59,Female,Urban
2571,115278,9,33,28,53,Female,Urban
2572,51102,10,7,21,25,Male,Urban
2573,31917,9,0,22,19,Female,Urban
2574,134801,5,45,29,61,Male,Urban
2575,45553,9,6,22,28,Female,Urban
2576,85626,10,14,37,35,Female,Rural
2577,87968,8,23,22,46,Female,Rural
2578,134795,8,40,39,56,Male,Urban
2579,68950,6,11,31,25,Male,Urban
2580,98954,6,28,28,47,Male,Urban
2581,67167,8,12,29,33,Female,Urban
2582,50698,5,13,21,40,Male,Urban
2583,24355,1,6,23,24,Male,Urban
2584,98263,8,25,20,46,Female,Urban
2585,54634,8,10,18,24,Male,Urban
2586,58965,4,17,37,32,Male,Urban
2587,139182,13,37,34,54,Male,Urban
2588,118856,5,42,24,59,Female,Urban
2589,86257,4,32,20,52,Female,Urban
2590,97274,10,22,34,41,Female,Urban
2591,116104,11,32,26,51,Male,Urban
2592,141267,10,45,25,59,Male,Urban
2593,132542,6,43,29,62,Male,Urban
2594,120824,8,34,38,50,Male,Urban
2595,81856,9,17,26,27,Male,Urban
2596,83646,6,25,25,44,Male,Urban
2597,79483,12,15,31,35,Female,Urban
2598,93991,10,21,28,38,Female,Urban
2599,44472,6,6,20,18,Male,Urban
2600,56994,7,14,18,30,Female,Urban
2601,135722,7,44,28,62,Male,Urban
2602,140793,10,42,31,60,Male,Urban
2603,90167,10,16,37,32,Male,Urban
2604,59483,6,13,28,27,Female,Urban
2605,76701,9,16,30,27,Male,Urban
2606,94987,14,15,30,35,Female,Rural
2607,63933,8,9,32,25,Male,Urban
2608,52311,11,4,30,23,Male,Urban
2609,120163,12,32,31,48,Male,Urban
2610,59191,10,7,30,24,Male,Urban
2611,65684,8,10,37,30,Female,Urban
2612,135539,11,44,33,64,Female,Urban
2613,35698,7,3,29,19,Male,Urban
2614,84533,12,15,23,33,Male,Urban
2615,139934,9,48,23,65,Female,Urban
2616,56700,5,10,30,30,Female,Urban
2617,132744,8,43,28,59,Male,Urban
2618,151991,9,41,48,60,Male,Urban
2619,72422,10,15,19,33,Female,Urban
2620,69338,9,8,29,26,Male,Rural
2621,58099,8,12,33,31,Female,Urban
2622,121269,11,32,33,43,Male,Urban
2623,77863,10,13,38,23,Male,Urban
2624,94153,10,22,34,44,Female,Urban
2625,80637,11,18,24,32,Male,Urban
2626,151734,13,38,33,53,Male,Urban
2627,120788,2,45,33,65,Female,Urban
2628,120349,14,30,24,49,Male,Urban
2629,58011,7,15,11,33,Female,Urban
2630,80763,13,10,39,26,Male,Urban
2631,70953,8,11,31,29,Female,Urban
2632,68734,13,8,31,29,Female,Urban
2633,171315,13,50,37,64,Male,Urban
2634,97569,6,28,36,48,Male,Urban
2635,49882,11,2,26,24,Female,Urban
2636,50560,8,7,31,23,Male,Urban
2637,166212,12,51,35,63,Male,Rural
2638,116854,7,37,28,52,Male,Urban
2639,125678,4,46,31,62,Female,Urban
2640,131910,11,38,36,56,Female,Urban
2641,143843,9,40,34,52,Male,Urban
2642,113911,9,30,33,47,Female,Urban
2643,66955,7,15,28,25,Male,Urban
2644,80389,11,11,35,20,Male,Urban
2645,71791,11,11,32,27,Male,Urban
2646,52434,9,7,24,23,Male,Urban
2647,114449,6,33,19,53,Male,Urban
2648,50000,6,7,30,28,Female,Urban
2649,110100,11,30,26,43,Male,Urban
2650,74174,7,23,25,42,Female,Urban
2651,104337,13,16,40,32,Male,Urban
2652,100356,6,30,37,52,Male,Urban
2653,68098,7,17,28,34,Female,Urban
2654,133229,5,43,37,62,Male,Urban
2655,43173,5,4,35,21,Male,Urban
2656,62282,9,10,25,28,Female,Urban
2657,60045,9,8,23,21,Male,Urban
2658,84460,7,23,17,45,Female,Rural
2659,35931,5,3,38,23,Female,Urban
2660,42309,12,0,23,18,Male,Urban
2661,60019,11,9,12,25,Female,Urban
2662,99658,7,30,25,48,Female,Urban
2663,38895,5,3,40,19,Male,Urban
2664,69272,11,12,22,31,Female,Urban
2665,109687,10,28,29,38,Male,Rural
2666,66135,11,12,33,29,Male,Urban
2667,51451,9,8,23,25,Female,Urban
2668,121264,8,38,31,55,Female,Urban
2669,81522,7,21,24,38,Female,Urban
2670,85125,6,24,34,43,Female,Urban
2671,99806,13,21,22,39,Male,Urban
2672,105281,8,31,41,50,Female,Urban
2673,73265,15,8,35,25,Male,Urban
2674,116358,16,22,38,37,Male,Urban
2675,42497,6,7,25,22,Male,Urban
2676,107495,15,21,33,40,Female,Urban
2677,42705,5,10,32,25,Male,Urban
2678,133084,13,39,18,57,Male,Urban
2679,57535,10,6,27,22,Male,Urban
2680,121757,12,30,28,48,Female,Urban
2681,86038,8,16,40,33,Male,Urban
2682,131954,9,37,37,53,Male,Urban
2683,74335,8,16,24,39,Male,Urban
2684,63948,12,3,24,24,Male,Urban
2685,52321,8,10,30,27,Female,Urban
2686,133129,16,30,33,49,Female,Urban
2687,38736,4,5,30,23,Male,Urban
2688,68366,9,13,31,30,Male,Urban
2689,44619,8,2,24,22,Male,Urban
2690,164389,11,48,38,62,Male,Urban
2691,94830,4,29,32,44,Male,Urban
2692,69580,8,15,27,33,Female,Urban
2693,90330,10,23,23,34,Male,Urban
2694,90270,9,23,23,43,Female,Urban
2695,61914,12,12,19,34,Female,Urban
2696,53949,10,5,30,22,Female,Rural
2697,63955,5,9,44,25,Male,Urban
2698,70557,9,17,20,30,Female,Urban
2699,119558,10,38,18,59,Female,Urban
2700,53089,7,17,16,39,Female,Urban
2701,57111,9,5,37,22,Male,Urban
2702,129820,13,33,33,48,Male,Urban
2703,71227,10,13,30,32,Male,Urban
2704,44045,8,3,39,20,Female,Urban
2705,82426,8,14,27,36,Female,Urban
2706,117584,7,34,41,45,Male,Urban
2707,55317,9,3,31,24,Female,Rural
2708,89527,12,20,31,42,Female,Urban
2709,151357,12,42,35,54,Male,Urban
2710,80899,8,19,35,38,Female,Urban
2711,23689,6,3,17,26,Female,Urban
2712,67958,11,12,22,32,Female,Urban
2713,76376,10,12,19,27,Male,Urban
2714,61658,12,4,30,26,Female,Urban
2715,106332,9,25,36,47,Male,Urban
2716,50511,10,9,23,22,Male,Urban
2717,137184,11,35,43,54,Male,Urban
2718,82515,10,20,25,39,Female,Urban
2719,42549,8,6,26,24,Male,Urban
2720,56058,6,10,38,28,Male,Urban
2721,126727,10,37,27,56,Female,Urban
2722,70950,12,14,17,34,Female,Urban
2723,74150,12,8,37,24,Female,Urban
2724,117270,11,27,32,38,Male,Rural
2725,132613,9,40,34,60,Female,Urban
2726,112076,15,25,37,41,Male,Urban
2727,56824,7,12,25,31,Male,Urban
2728,68677,16,5,21,19,Male,Urban
2729,35188,4,2,34,23,Female,Rural
2730,56469,7,7,38,23,Male,Urban
2731,105013,15,21,38,37,Female,Urban
2732,71021,9,18,27,40,Female,Rural
2733,64768,11,12,28,33,Female,Urban
2734,117734,6,36,42,56,Female,Urban
2735,158435,12,47,40,65,Male,Urban
2736,177794,14,54,28,65,Male,Rural
2737,30448,6,1,37,23,Female,Urban
2738,102495,10,20,38,34,Female,Urban
2739,65546,7,12,26,22,Male,Urban
2740,67736,9,9,41,33,Female,Urban
2741,167935,15,46,26,58,Male,Rural
2742,38375,13,1,11,19,Female,Urban
2743,44476,4,7,29,30,Male,Urban
2744,61000,4,14,27,33,Female,Urban
2745,34854,6,4,28,25,Female,Urban
2746,87411,7,20,44,36,Male,Urban
2747,45650,6,4,35,19,Male,Urban
2748,33824,4,0,26,20,Male,Urban
2749,147429,7,45,31,61,Male,Urban
2750,38487,6,4,25,23,Female,Urban
2751,33636,9,3,23,25,Female,Urban
2752,55784,4,13,30,29,Male,Urban
2753,34500,5,2,35,20,Male,Urban
2754,78542,8,20,27,37,Female,Urban
2755,59236,7,13,24,32,Female,Rural
2756,45403,3,12,33,32,Female,Urban
2757,133645,16,32,41,48,Male,Urban
2758,165979,9,47,42,60,Male,Urban
2759,26188,5,1,34,22,Male,Urban
2760,57774,8,8,26,29,Female,Urban
2761,50236,9,6,31,30,Female,Urban
2762,105670,9,24,34,38,Male,Urban
2763,143082,11,38,30,52,Male,Urban
2764,103737,7,27,34,42,Male,Urban
2765,145067,9,44,39,63,Female,Urban
2766,73314,4,23,33,42,Female,Urban
2767,38185,4,10,26,26,Male,Urban
2768,79159,8,20,27,31,Male,Urban
2769,37078,8,0,39,19,Male,Urban
2770,155977,16,39,28,54,Male,Urban
2771,141854,11,43,21,61,Male,Urban
2772,120229,10,34,30,51,Male,Urban
2773,89853,12,16,26,38,Male,Urban
2774,139613,10,43,27,62,Female,Urban
2775,64638,13,4,37,24,Female,Urban
2776,54282,6,8,36,23,Male,Urban
2777,61664,8,9,36,25,Male,Urban
2778,80973,14,11,29,32,Male,Urban
2779,82013,9,21,32,40,Female,Urban
2780,40495,9,4,24,24,Male,Urban
2781,101833,11,23,40,35,Male,Urban
2782,140252,12,34,41,58,Male,Urban
2783,108958,8,34,27,55,Female,Urban
2784,115589,10,27,37,45,Male,Urban
2785,157418,7,49,33,63,Male,Urban
2786,78206,8,16,41,34,Female,Urban
2787,86845,11,18,26,31,Male,Urban
2788,90726,12,15,36,31,Male,Urban
2789,87161,12,15,31,27,Male,Urban
2790,123858,6,40,36,57,Male,Urban
2791,73352,10,9,38,22,Male,Rural
2792,98417,6,30,43,53,Female,Urban
2793,77147,12,11,24,32,Male,Urban
2794,82029,1,25,29,44,Male,Urban
2795,67081,13,11,16,32,Female,Urban
2796,75379,9,13,37,29,Male,Urban
2797,49152,7,9,24,28,Male,Urban
2798,65291,3,18,30,35,Male,Urban
2799,143315,10,43,28,57,Male,Urban
2800,36152,5,1,36,23,Female,Urban
2801,70196,3,24,30,46,Female,Urban
2802,104017,9,30,23,47,Female,Urban
2803,95825,6,27,28,38,Male,Urban
2804,38167,10,5,25,25,Female,Urban
2805,37414,7,3,29,25,Female,Urban
2806,108440,9,30,29,44,Male,Urban
2807,38237,6,4,29,22,Male,Urban
2808,103282,12,22,29,36,Male,Urban
2809,69885,8,11,38,30,Male,Urban
2810,107784,10,32,29,52,Female,Urban
2811,133935,6,48,21,64,Male,Urban
2812,96719,12,23,15,39,Male,Urban
2813,54720,10,7,31,25,Male,Urban
2814,109613,3,41,21,57,Male,Urban
2815,98150,9,28,31,45,Male,Urban
2816,108436,6,29,41,49,Male,Urban
2817,76840,7,21,23,46,Female,Urban
2818,143312,6,45,40,65,Male,Rural
2819,71201,13,6,33,24,Male,Urban
2820,54301,13,2,33,23,Female,Urban
2821,139406,10,46,25,64,Female,Urban
2822,54117,10,5,29,26,Female,Urban
2823,53497,8,8,24,23,Male,Urban
2824,50949,5,9,27,28,Female,Urban
2825,101107,11,24,24,43,Female,Urban
2826,45027,8,4,33,23,Male,Urban
2827,93812,10,22,32,35,Male,Urban
2828,30986,6,4,20,25,Female,Urban
2829,134753,15,34,33,49,Female,Urban
2830,45007,9,6,23,26,Female,Urban
2831,79908,9,16,27,31,Male,Urban
2832,51893,10,5,24,21,Male,Urban
2833,68666,9,12,35,32,Male,Urban
2834,42955,5,10,27,27,Female,Urban
2835,98252,13,21,29,37,Male,Urban
2836,95551,12,20,29,42,Female,Urban
2837,110471,9,29,36,47,Female,Urban
2838,132099,7,42,24,59,Female,Rural
2839,126917,12,31,27,49,Female,Urban
2840,69304,15,5,25,18,Male,Urban
2841,69815,4,22,29,41,Female,Urban
2842,88655,9,25,31,43,Female,Urban
2843,130200,5,44,31,64,Female,Urban
2844,77982,8,19,37,38,Female,Urban
2845,74383,4,16,38,35,Female,Urban
2846,150005,10,44,33,62,Female,Urban
2847,140249,13,30,36,43,Male,Rural
2848,82560,9,20,23,41,Female,Urban
2849,96949,5,30,37,51,Male,Urban
2850,40324,10,0,21,18,Female,Urban
2851,73916,10,15,28,32,Male,Urban
2852,95481,11,18,32,38,Female,Urban
2853,141045,9,39,32,52,Male,Urban
2854,158464,11,46,30,57,Male,Urban
2855,67633,11,8,28,19,Male,Urban
2856,50734,11,0,30,20,Female,Urban
2857,108002,3,35,40,51,Male,Rural
2858,41617,4,7,30,28,Female,Urban
2859,55185,4,12,35,26,Male,Urban
2860,96338,15,9,35,24,Male,Rural
2861,48024,3,15,28,32,Female,Urban
2862,60239,12,4,39,24,Female,Urban
2863,24544,4,0,34,20,Female,Urban
2864,77392,9,14,35,32,Female,Urban
2865,47693,5,5,33,18,Male,Urban
2866,112845,4,42,9,60,Female,Urban
2867,42795,7,2,30,19,Male,Rural
2868,127562,7,41,30,61,Female,Urban
2869,76190,12,13,31,35,Female,Urban
2870,98985,6,28,37,41,Male,Urban
2871,47114,12,0,31,18,Female,Urban
2872,80571,10,17,34,31,Male,Urban
2873,114334,12,30,25,51,Female,Urban
2874,78046,12,11,38,23,Male,Urban
2875,104117,12,26,34,39,Male,Urban
2876,125927,16,25,37,44,Female,Urban
2877,138482,12,41,31,59,Female,Urban
2878,72361,11,13,32,37,Female,Urban
2879,60970,7,9,30,27,Female,Urban
2880,56687,8,10,27,28,Female,Urban
2881,126108,11,40,34,55,Male,Urban
2882,106721,11,29,19,51,Male,Urban
2883,82299,15,11,30,32,Male,Urban
2884,67003,7,13,27,32,Female,Rural
2885,109505,11,25,39,39,Male,Urban
2886,68556,15,3,34,19,Male,Urban
2887,34464,6,0,32,19,Female,Urban
2888,46038,11,1,24,22,Female,Urban
2889,47694,9,7,22,24,Female,Urban
2890,76533,9,16,32,34,Female,Urban
2891,70389,4,20,28,37,Female,Urban
2892,57899,12,5,22,26,Female,Urban
2893,50009,4,10,34,24,Male,Urban
2894,91833,13,26,16,48,Female,Urban
2895,129495,11,37,33,57,Female,Urban
2896,114806,6,35,35,48,Male,Urban
2897,154308,7,50,32,64,Male,Rural
2898,127702,7,39,33,60,Female,Urban
2899,68821,9,8,33,20,Male,Rural
2900,111471,11,26,40,40,Male,Urban
2901,92057,6,28,22,49,Female,Urban
2902,118984,15,29,21,51,Male,Urban
2903,36757,4,2,32,20,Female,Urban
2904,81761,11,15,38,37,Male,Urban
2905,142382,12,36,43,56,Male,Urban
2906,149181,13,44,37,62,Male,Urban
2907,107957,14,22,29,36,Female,Urban
2908,42142,6,9,30,30,Female,Urban
2909,134105,8,43,15,58,Male,Urban
2910,46569,5,7,41,32,Female,Urban
2911,105835,8,28,30,43,Male,Urban
2912,53482,6,13,26,34,Female,Urban
2913,82154,12,18,28,41,Female,Urban
2914,148454,8,48,25,65,Female,Urban
2915,106301,8,31,21,53,Male,Urban
2916,101263,8,29,25,50,Female,Rural
2917,43116,9,7,18,33,Female,Urban
2918,100327,10,27,26,45,Female,Urban
2919,79654,3,24,29,42,Male,Urban
2920,79979,14,15,11,30,Female,Urban
2921,19666,8,0,19,18,Female,Urban
2922,102667,8,26,26,47,Female,Urban
2923,76148,9,19,33,41,Female,Urban
2924,131592,14,31,40,44,Male,Urban
2925,113306,6,40,23,62,Female,Urban
2926,136674,6,44,22,61,Male,Urban
2927,112070,8,29,34,44,Female,Urban
2928,58531,13,0,30,20,Female,Urban
2929,23929,6,0,25,20,Female,Urban
2930,123302,10,31,30,46,Male,Rural
2931,30690,5,12,9,29,Female,Urban
2932,66514,9,9,25,22,Male,Urban
2933,139377,6,44,27,57,Male,Urban
2934,78397,11,14,31,31,Male,Urban
2935,45051,9,2,21,22,Female,Urban
2936,87425,5,29,21,51,Female,Urban
2937,92633,10,20,32,35,Female,Urban
2938,121919,7,33,36,50,Male,Urban
2939,77235,7,21,19,41,Female,Urban
2940,97859,10,25,33,44,Male,Urban
2941,127986,6,41,37,50,Male,Urban
2942,132116,8,41,32,60,Male,Urban
2943,,10,23,20,40,Female,Urban
2944,,10,20,23,39,Female,Urban
2945,82487,7,22,21,40,Female,Urban
2946,81256,12,9,40,29,Male,Rural
2947,88369,,19,36,33,Male,Urban
2948,51743,,7,36,29,Female,Urban
2949,141968,12,46,25,64,Female,Urban
2950,133282,5,44,31,57,Male,Urban
2951,101722,8,24,38,40,Male,Urban
2952,63808,11,14,20,31,Male,Urban
2953,46510,8,5,27,24,Female,Urban
2954,145657,11,43,38,62,Male,Urban
2955,108203,8,28,33,48,Male,Urban
2956,65587,9,11,26,30,Female,Rural
2957,47867,14,1,28,19,Female,Urban
2958,121139,9,38,19,58,Female,Urban
2959,134933,10,40,24,56,Male,Urban
2960,112234,9,27,30,45,Female,Urban
2961,31824,3,9,20,28,Female,Urban
2962,31858,6,4,19,23,Female,Urban
2963,74893,7,17,31,35,Female,Urban
2964,58886,8,9,37,23,Male,Urban
2965,102007,9,31,22,50,Female,Urban
2966,90621,10,23,39,41,Male,Urban
2967,118287,12,29,44,45,Male,Urban
2968,156952,13,46,23,58,Male,Urban
2969,69532,10,7,37,27,Female,Urban
2970,21604,7,2,20,21,Female,Urban
2971,45867,13,1,24,23,Female,Urban
2972,61043,8,11,36,26,Male,Urban
2973,93358,10,16,29,36,Male,Rural
2974,53561,14,5,12,30,Female,Rural
2975,65288,7,17,23,35,Female,Urban
2976,141685,11,35,41,44,Male,Urban
2977,83326,10,18,32,38,Female,Urban
2978,148765,8,49,29,62,Male,Urban
2979,69446,10,5,44,21,Male,Urban
2980,49464,13,3,28,26,Female,Urban
2981,57689,10,8,15,27,Male,Urban
2982,89324,10,22,34,37,Male,Urban
2983,96278,5,36,24,58,Female,Urban
2984,99785,7,30,27,53,Female,Urban
2985,101161,5,35,23,55,Female,Urban
2986,95564,12,23,27,45,Male,Urban
2987,114149,10,35,25,54,Female,Urban
2988,88323,7,21,35,32,Male,Rural
2989,59175,8,5,34,18,Male,Rural
2990,145151,12,42,28,62,Female,Urban
2991,45351,8,0,47,18,Male,Rural
2992,116152,15,26,37,47,Male,Urban
2993,46703,7,4,34,18,Male,Urban
2994,56357,8,9,35,29,Female,Urban
2995,69672,8,13,27,29,Male,Urban
2996,34236,11,4,18,23,Female,Urban
2997,52827,8,13,21,27,Female,Urban
2998,139222,13,36,29,50,Male,Urban
2999,52648,8,12,26,30,Female,Urban
3000,135072,8,41,37,61,Female,Urban
3001,55785,13,0,38,20,Female,Rural
3002,95961,10,24,29,43,Female,Urban
3003,108657,9,29,33,45,Female,Urban
3004,58072,9,9,26,31,Female,Urban
3005,76314,8,18,26,29,Male,Urban
3006,71052,10,16,21,35,Female,Urban
3007,127135,13,33,32,54,Female,Urban
3008,134147,11,37,32,55,Female,Urban
3009,112575,10,28,32,47,Female,Urban
